"restaurant_name","cuisine_type","cost_of_the_order","rating","day_of_wk","customer_num_order","rst_num_order","customer_neighbourhood","customer_region","complete_time","rst_num_order_binned","Cluster"
"Blue Ribbon Sushi Bar & Grill","Japanese",19.4,3.5,"Sat",5,44,"East Village","South Manhattan",48,"Mid","cluster_0"
"Shake Shack","American",14.12,3.5,"Fri",1,219,"Upper East Side","East Side",59,"Very High","cluster_1"
"Donburi-ya","Japanese",14.7,3.5,"Sat",2,7,"Hell's Kitchen","West Side",57,"Low","cluster_1"
"Balthazar Boulangerie","French",15.52,3.1,"Sat",5,10,"Harlem","Upper Manhattan",50,"Low","cluster_0"
"Hatsuhana","Japanese",8.97,3.1,"Sun",2,6,"Upper West Side","West Side",51,"Low","cluster_2"
"Vanessa's Dumplings","Chinese",29.2,4.1,"Thu",2,13,"Flatiron District","Midtown",57,"Low","cluster_3"
"RedFarm Broadway","Chinese",11.64,3.3,"Sun",2,59,"Two Bridges","South Manhattan",47,"Mid","cluster_2"
"Samurai Mama","Japanese",11.64,3.2,"Sat",1,1,"Lower East Side","South Manhattan",39,"Low","cluster_2"
"Waverly Diner","American",19.4,3.5,"Sat",2,7,"East Harlem","Upper Manhattan",48,"Low","cluster_2"
"Tarallucci e Vino Restaurant","Italian",29.1,4.2,"Thu",3,2,"Midtown","Midtown",61,"Low","cluster_3"
"Momoya","Japanese",14.02,2.8,"Mon",2,30,"Midtown","Midtown",54,"Mid","cluster_1"
"P.J. Clarke's","American",6.11,3,"Sun",2,15,"Upper West Side","West Side",52,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",12.23,3.2,"Sun",1,96,"Upper West Side","West Side",47,"High","cluster_2"
"Blue Ribbon Fried Chicken","American",12.18,3,"Sun",10,96,"Upper West Side","West Side",54,"High","cluster_0"
"The Meatball Shop","Italian",24.2,3.7,"Sun",1,132,"Washington Heights","Upper Manhattan",48,"Very High","cluster_3"
"The Meatball Shop","Italian",12.18,3.3,"Sun",2,132,"Upper West Side","West Side",44,"Very High","cluster_2"
"Amma","Indian",17.03,3.8,"Sat",3,4,"East Village","South Manhattan",47,"Low","cluster_2"
"The Meatball Shop","Italian",22.26,4,"Tue",4,132,"Midtown","Midtown",56,"Very High","cluster_3"
"The Meatball Shop","Italian",19.45,3.5,"Fri",1,132,"Midtown","Midtown",63,"Very High","cluster_1"
"Lantern Thai Kitchen","Thai",21.93,3.5,"Mon",4,4,"Harlem","Upper Manhattan",47,"Low","cluster_3"
"Shake Shack","American",15.76,3.4,"Sat",1,219,"Upper West Side","West Side",46,"Very High","cluster_2"
"ilili Restaurant","Middle Eastern",9.46,3.4,"Thu",13,18,"Lower East Side","South Manhattan",50,"Low","cluster_0"
"Yama 49","Japanese",12.61,3.6,"Wed",1,5,"Midtown","Midtown",51,"Low","cluster_1"
"Blue Ribbon Brooklyn","American",22.85,3.8,"Sat",1,4,"Kips Bay","East Side",42,"Low","cluster_3"
"P.J. Clarke's","American",12.18,3.4,"Sun",2,15,"Kips Bay","East Side",50,"Low","cluster_2"
"RedFarm Broadway","Chinese",12.61,3.2,"Mon",1,59,"East Village","South Manhattan",53,"Mid","cluster_1"
"Otto Enoteca Pizzeria","Italian",12.13,3.5,"Sun",1,12,"Upper West Side","West Side",54,"Low","cluster_1"
"RedFarm Hudson","Chinese",12.13,3.6,"Sat",1,55,"Upper East Side","East Side",42,"Mid","cluster_2"
"The Meatball Shop","Italian",8.54,3.2,"Mon",2,132,"Kips Bay","East Side",53,"Very High","cluster_1"
"Momoya","Japanese",19.35,3.1,"Fri",4,30,"Harlem","Upper Manhattan",53,"Mid","cluster_0"
"The Smile","American",12.18,3.3,"Sat",2,18,"Upper West Side","West Side",49,"Low","cluster_2"
"Parm","Italian",22.8,3.6,"Sun",7,68,"Harlem","Upper Manhattan",55,"High","cluster_0"
"Shake Shack","American",12.13,2.9,"Sun",5,219,"Flatiron District","Midtown",47,"Very High","cluster_0"
"Blue Ribbon Sushi Bar & Grill","Japanese",19.45,4.1,"Wed",6,44,"Hell's Kitchen","West Side",61,"Mid","cluster_1"
"RedFarm Hudson","Chinese",12.13,3.3,"Sun",4,55,"Harlem","Upper Manhattan",56,"Mid","cluster_1"
"Blue Ribbon Sushi Bar & Grill","Japanese",12.18,3,"Sun",5,44,"East Village","South Manhattan",42,"Mid","cluster_2"
"Momoya","Japanese",12.13,3.1,"Sat",2,30,"Harlem","Upper Manhattan",43,"Mid","cluster_2"
"Bareburger","American",12.56,3.1,"Sun",3,27,"Harlem","Upper Manhattan",50,"Mid","cluster_2"
"TAO","Japanese",24.3,3.6,"Sun",1,49,"East Village","South Manhattan",46,"Mid","cluster_3"
"Balthazar Boulangerie","French",29.15,3.4,"Mon",1,10,"Harlem","Upper Manhattan",59,"Low","cluster_3"
"Shake Shack","American",16.06,3.4,"Sun",1,219,"West Village","South Manhattan",47,"Very High","cluster_2"
"RedFarm Broadway","Chinese",24.3,3.9,"Sun",1,59,"East Village","South Manhattan",56,"Mid","cluster_3"
"Chipotle Mexican Grill","Mexican",9.6,3.2,"Sat",1,23,"Upper West Side","West Side",49,"Mid","cluster_2"
"The Meatball Shop","Italian",19.4,3.4,"Sun",3,132,"Harlem","Upper Manhattan",45,"Very High","cluster_2"
"Blue Ribbon Fried Chicken","American",29.1,3.6,"Sat",8,96,"Hell's Kitchen","West Side",43,"High","cluster_0"
"Vanessa's Dumpling House","Chinese",12.18,3.4,"Sun",1,9,"Nolita","South Manhattan",45,"Low","cluster_2"
"RedFarm Broadway","Chinese",21.39,3.6,"Sun",4,59,"Nolita","South Manhattan",47,"Mid","cluster_3"
"Bubby's","American",24.25,3.6,"Sun",8,3,"Upper West Side","West Side",62,"Low","cluster_0"
"RedFarm Hudson","Chinese",32.93,4.4,"Sat",3,55,"East Village","South Manhattan",63,"Mid","cluster_3"
"RedFarm Hudson","Chinese",14.07,3.9,"Tue",2,55,"Hell's Kitchen","West Side",52,"Mid","cluster_1"
"Woorijip","Korean",8.25,2.9,"Sun",1,1,"Hell's Kitchen","West Side",52,"Low","cluster_2"
"The Smile","American",19.4,3.4,"Fri",1,18,"East Village","South Manhattan",53,"Low","cluster_1"
"Shake Shack","American",12.18,3.2,"Sat",2,219,"Midtown","Midtown",51,"Very High","cluster_2"
"The Meatball Shop","Italian",14.94,3.8,"Sat",1,132,"Chelsea","West Side",57,"Very High","cluster_1"
"RedFarm Broadway","Chinese",14.26,3.7,"Sat",2,59,"Greenwich Village","South Manhattan",52,"Mid","cluster_1"
"The Meatball Shop","Italian",12.18,3.5,"Sun",2,132,"Lower East Side","South Manhattan",53,"Very High","cluster_1"
"Rubirosa","Italian",29.1,4,"Sat",6,37,"Harlem","Upper Manhattan",58,"Mid","cluster_3"
"Rubirosa","Italian",12.56,3.5,"Sat",5,37,"East Village","South Manhattan",48,"Mid","cluster_0"
"Blue Ribbon Sushi","Japanese",9.17,3.2,"Sat",5,119,"Upper West Side","West Side",53,"High","cluster_0"
"Lucky's Famous Burgers","American",16.2,3.6,"Sat",2,6,"Hell's Kitchen","West Side",59,"Low","cluster_1"
"Five Guys Burgers and Fries","American",14.12,4.1,"Wed",2,29,"East Village","South Manhattan",55,"Mid","cluster_1"
"Haveli Indian Restaurant","Indian",5.72,3.3,"Sun",2,2,"Hell's Kitchen","West Side",50,"Low","cluster_2"
"Blue Ribbon Fried Chicken","American",21.34,3.4,"Sun",5,96,"Midtown","Midtown",58,"High","cluster_0"
"Shake Shack","American",6.79,3.1,"Sun",2,219,"Upper East Side","East Side",45,"Very High","cluster_2"
"Blue Ribbon Fried Chicken","American",12.18,3.3,"Sat",5,96,"Upper West Side","West Side",51,"High","cluster_0"
"Bareburger","American",12.18,3.5,"Sat",1,27,"East Village","South Manhattan",51,"Mid","cluster_2"
"Dos Caminos","Mexican",6.11,3,"Sun",2,8,"Upper East Side","East Side",47,"Low","cluster_2"
"Chipotle Mexican Grill","Mexican",14.16,2.8,"Mon",1,23,"Upper West Side","West Side",46,"Mid","cluster_2"
"Shake Shack","American",5.68,3.2,"Sun",1,219,"Hell's Kitchen","West Side",61,"Very High","cluster_1"
"da Umberto","Italian",12.27,3.7,"Thu",1,3,"Hell's Kitchen","West Side",50,"Low","cluster_2"
"The Meatball Shop","Italian",20.18,3.9,"Sun",1,132,"East Village","South Manhattan",58,"Very High","cluster_3"
"Shake Shack","American",14.02,3.5,"Sat",1,219,"SoHo","South Manhattan",47,"Very High","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",16.2,2.9,"Mon",1,44,"Midtown","Midtown",54,"Mid","cluster_1"
"Dirty Bird To Go","American",15.57,3.2,"Sun",1,3,"Midtown","Midtown",54,"Low","cluster_1"
"Mission Cantina","Mexican",14.45,3.2,"Sun",5,5,"Upper West Side","West Side",56,"Low","cluster_0"
"Shake Shack","American",8.15,3.3,"Sat",1,219,"Upper East Side","East Side",43,"Very High","cluster_2"
"The Meatball Shop","American",29.25,3.6,"Sun",3,132,"Chelsea","West Side",40,"Very High","cluster_3"
"Parm","Italian",8.78,3.4,"Sun",2,68,"Upper East Side","East Side",49,"High","cluster_2"
"Sushi of Gari","Japanese",15.96,3,"Sun",4,16,"Flatiron District","Midtown",45,"Low","cluster_2"
"Tamarind TriBeCa","Indian",8.59,3.1,"Mon",3,27,"Midtown","Midtown",63,"Mid","cluster_1"
"P.J. Clarke's","American",15.62,4,"Tue",1,15,"East Village","South Manhattan",59,"Low","cluster_1"
"Tortaria","Mexican",13,3.6,"Wed",1,4,"Harlem","Upper Manhattan",45,"Low","cluster_2"
"RedFarm Hudson","Chinese",12.23,3.3,"Sun",1,55,"Lower East Side","South Manhattan",43,"Mid","cluster_2"
"Cafe Habana","Mexican",25.22,4.4,"Wed",3,16,"East Village","South Manhattan",60,"Low","cluster_3"
"Blue Ribbon Sushi Bar & Grill","Japanese",5.87,3,"Sun",2,44,"Lower East Side","South Manhattan",51,"Mid","cluster_2"
"Hill Country Fried Chicken","Southern",24.2,3.9,"Sat",5,14,"Upper West Side","West Side",40,"Low","cluster_3"
"Shake Shack","American",19.45,3.2,"Fri",2,219,"Harlem","Upper Manhattan",52,"Very High","cluster_2"
"Shake Shack","American",12.18,3.3,"Sat",3,219,"Upper West Side","West Side",51,"Very High","cluster_2"
"Lucky's Famous Burgers","American",6.01,3.2,"Sun",2,6,"Upper East Side","East Side",49,"Low","cluster_2"
"Han Dynasty","Chinese",21.93,3.7,"Sat",1,46,"Upper West Side","West Side",44,"Mid","cluster_3"
"Parm","Italian",5.92,3.2,"Sat",1,68,"Harlem","Upper Manhattan",46,"High","cluster_2"
"Cafe Mogador","Middle Eastern",24.2,4,"Sun",1,18,"Nolita","South Manhattan",54,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",15.76,3.2,"Sun",3,119,"Harlem","Upper Manhattan",56,"High","cluster_1"
"Sushi Samba","Japanese",6.11,3.2,"Sat",4,11,"Chelsea","West Side",57,"Low","cluster_1"
"Vanessa's Dumpling House","Chinese",5.72,2.8,"Sun",3,9,"Morningside Heights","Upper Manhattan",41,"Low","cluster_2"
"Shake Shack","American",19.4,3.6,"Sun",1,219,"Upper East Side","East Side",48,"Very High","cluster_2"
"Shake Shack","American",8.49,3,"Fri",2,219,"Flatiron District","Midtown",65,"Very High","cluster_1"
"Shake Shack","American",32.93,4,"Sun",2,219,"Upper West Side","West Side",57,"Very High","cluster_3"
"Shake Shack","American",12.23,3.1,"Sun",2,219,"Washington Heights","Upper Manhattan",47,"Very High","cluster_2"
"Osteria Morini","Italian",9.17,3.2,"Sun",3,14,"Hell's Kitchen","West Side",47,"Low","cluster_2"
"The Meatball Shop","Italian",11.69,3.2,"Sun",1,132,"Midtown","Midtown",51,"Very High","cluster_2"
"Pepe Rosso To Go","Italian",24.2,3.6,"Sun",1,7,"East Harlem","Upper Manhattan",46,"Low","cluster_3"
"Sushi of Gari Tribeca","Japanese",9.85,3.2,"Sat",3,24,"West Village","South Manhattan",43,"Mid","cluster_2"
"Vanessa's Dumplings","Chinese",25.22,3.5,"Fri",1,13,"Midtown","Midtown",56,"Low","cluster_3"
"Bubby's","American",22.75,3.5,"Sun",3,3,"Chelsea","West Side",48,"Low","cluster_3"
"Blue Ribbon Sushi","Japanese",6.84,3,"Sat",4,119,"Harlem","Upper Manhattan",50,"High","cluster_2"
"Blue Ribbon Sushi","Japanese",24.3,3.8,"Sun",1,119,"Murray Hill","East Side",53,"High","cluster_3"
"Momoya","Japanese",19.35,3.3,"Sun",1,30,"Midtown","Midtown",55,"Mid","cluster_1"
"Shake Shack","American",12.13,3.4,"Tue",3,219,"Midtown","Midtown",49,"Very High","cluster_2"
"Burger Joint","American",9.02,3.6,"Tue",1,12,"Upper West Side","West Side",53,"Low","cluster_1"
"ilili Restaurant","Middle Eastern",9.17,3.3,"Sat",5,18,"Hell's Kitchen","West Side",45,"Low","cluster_2"
"Pylos","Mediterranean",19.4,4,"Sat",5,5,"West Village","South Manhattan",57,"Low","cluster_3"
"Room Service","Thai",6.69,4.1,"Wed",1,3,"Theater District","Midtown",57,"Low","cluster_1"
"Blue Ribbon Sushi","Japanese",5.82,3.3,"Sun",2,119,"Upper East Side","East Side",61,"High","cluster_1"
"Sarabeth's Restaurant","American",12.08,3.3,"Sun",3,7,"East Village","South Manhattan",54,"Low","cluster_1"
"Shake Shack","American",15.76,3.5,"Sat",3,219,"Upper West Side","West Side",56,"Very High","cluster_1"
"Blue Ribbon Fried Chicken","American",33.03,4.2,"Sat",1,96,"Upper West Side","West Side",58,"High","cluster_3"
"Blue Ribbon Sushi","Japanese",24.25,3.7,"Sat",1,119,"Upper West Side","West Side",47,"High","cluster_3"
"Shake Shack","American",12.13,3.2,"Sun",3,219,"Chelsea","West Side",49,"Very High","cluster_2"
"Sarabeth's East","American",5.72,3.2,"Sun",5,7,"Kips Bay","East Side",59,"Low","cluster_1"
"Xe May Sandwich Shop","Vietnamese",7.96,3.2,"Sat",2,2,"Harlem","Upper Manhattan",54,"Low","cluster_1"
"Hibino","Japanese",14.02,3.3,"Sat",1,1,"Upper West Side","West Side",43,"Low","cluster_2"
"The Kati Roll Company","Indian",14.07,3.6,"Sun",2,16,"East Village","South Manhattan",50,"Low","cluster_2"
"Cafe China","Chinese",21.83,3.8,"Sat",2,6,"East Village","South Manhattan",47,"Low","cluster_3"
"Hill Country Fried Chicken","Southern",29.15,4.1,"Sun",1,14,"Chinatown","South Manhattan",37,"Low","cluster_3"
"Shake Shack","American",22.26,3.6,"Sun",1,219,"East Village","South Manhattan",49,"Very High","cluster_3"
"Yama Japanese Restaurant","Japanese",5.82,3.3,"Sat",1,18,"Upper West Side","West Side",60,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",29.1,3.9,"Sun",1,96,"Chelsea","West Side",58,"High","cluster_3"
"The Smile","American",13.39,3.2,"Sat",3,18,"West Village","South Manhattan",36,"Low","cluster_2"
"Nobu Next Door","Japanese",9.7,3.4,"Sat",2,42,"Chelsea","West Side",59,"Mid","cluster_1"
"Dos Caminos","Mexican",22.36,3.6,"Sun",1,8,"Lower East Side","South Manhattan",56,"Low","cluster_3"
"The Meatball Shop","Italian",12.13,3.8,"Thu",1,132,"Chelsea","West Side",54,"Very High","cluster_1"
"Bareburger","American",6.07,2.8,"Sat",1,27,"Midtown","Midtown",38,"Mid","cluster_2"
"Blue Ribbon Fried Chicken","American",24.3,3.8,"Sat",4,96,"Gramercy","East Side",48,"High","cluster_3"
"Yama Japanese Restaurant","Japanese",8.78,3.2,"Sun",1,18,"Lower East Side","South Manhattan",50,"Low","cluster_2"
"Osteria Morini","Italian",24.25,4.1,"Thu",2,14,"Lower East Side","South Manhattan",46,"Low","cluster_3"
"RedFarm Broadway","Chinese",20.18,4.4,"Wed",2,59,"East Village","South Manhattan",56,"Mid","cluster_3"
"Cafe Habana","Mexican",4.85,2.7,"Sun",1,16,"Midtown","Midtown",50,"Low","cluster_2"
"RedFarm Broadway","Chinese",6.06,3.1,"Sun",2,59,"Chelsea","West Side",50,"Mid","cluster_2"
"Waverly Diner","American",6.84,3.1,"Sat",4,7,"NoHo","South Manhattan",42,"Low","cluster_2"
"Mira Sushi","Japanese",13.05,3.5,"Sat",1,2,"Harlem","Upper Manhattan",62,"Low","cluster_1"
"Vanessa's Dumpling House","Chinese",5.92,3.3,"Fri",1,9,"Tribeca","South Manhattan",62,"Low","cluster_1"
"Shake Shack","American",12.13,3.7,"Tue",1,219,"Harlem","Upper Manhattan",56,"Very High","cluster_1"
"Shake Shack","American",12.18,3,"Mon",2,219,"Upper West Side","West Side",54,"Very High","cluster_1"
"Five Guys Burgers and Fries","American",29.15,3.5,"Sun",2,29,"Upper West Side","West Side",36,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",8.1,2.9,"Sun",10,96,"Chelsea","West Side",55,"High","cluster_0"
"Shake Shack","American",7.23,3.2,"Sat",1,219,"Chelsea","West Side",47,"Very High","cluster_2"
"Boqueria","Spanish",12.66,3.3,"Sat",3,9,"East Village","South Manhattan",57,"Low","cluster_1"
"The Meatball Shop","Italian",12.23,3.6,"Sat",3,132,"Upper West Side","West Side",59,"Very High","cluster_1"
"Shake Shack","American",9.07,3.6,"Thu",2,219,"Upper East Side","East Side",53,"Very High","cluster_1"
"ilili Restaurant","Middle Eastern",6.02,3.3,"Fri",2,18,"Gramercy","East Side",56,"Low","cluster_1"
"Five Guys Burgers and Fries","American",14.12,3.5,"Sat",1,29,"Hell's Kitchen","West Side",54,"Mid","cluster_1"
"Melt Shop","American",21.93,3.7,"Sun",2,11,"Gramercy","East Side",48,"Low","cluster_3"
"Jack's Wife Freda","Mediterranean",16.15,3.8,"Sun",1,25,"West Village","South Manhattan",48,"Mid","cluster_2"
"Shake Shack","American",7.08,3.2,"Sun",2,219,"Kips Bay","East Side",48,"Very High","cluster_2"
"Momoya","Japanese",32.93,3.9,"Fri",1,30,"Chinatown","South Manhattan",55,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",12.13,3,"Sun",3,96,"Harlem","Upper Manhattan",46,"High","cluster_2"
"S'MAC","American",15.57,3.6,"Sat",5,12,"Hell's Kitchen","West Side",62,"Low","cluster_1"
"The Meatball Shop","Italian",29.15,4.2,"Sat",1,132,"East Village","South Manhattan",53,"Very High","cluster_3"
"S'MAC","American",15.47,4.2,"Wed",1,12,"Upper West Side","West Side",63,"Low","cluster_1"
"S'MAC","American",12.37,3.5,"Sat",1,12,"Chelsea","West Side",58,"Low","cluster_1"
"Tamarind TriBeCa","Indian",16.49,4.1,"Thu",1,27,"Upper West Side","West Side",59,"Mid","cluster_1"
"Blue Ribbon Fried Chicken","American",24.3,3.4,"Fri",3,96,"Chelsea","West Side",47,"High","cluster_3"
"The Meatball Shop","Italian",14.84,3.8,"Sat",2,132,"Kips Bay","East Side",48,"Very High","cluster_2"
"Yama Japanese Restaurant","Japanese",25.27,3.4,"Sun",2,18,"East Harlem","Upper Manhattan",46,"Low","cluster_3"
"The Meatball Shop","Italian",17.08,3.5,"Thu",5,132,"Midtown","Midtown",48,"Very High","cluster_0"
"Blue Ribbon Fried Chicken","American",22.31,3.9,"Thu",1,96,"Washington Heights","Upper Manhattan",55,"High","cluster_3"
"Dos Caminos","Mexican",12.08,2.7,"Mon",3,8,"Harlem","Upper Manhattan",52,"Low","cluster_2"
"RedFarm Broadway","Chinese",12.61,3.6,"Sat",3,59,"Upper East Side","East Side",49,"Mid","cluster_2"
"Blue Ribbon Sushi Izakaya","Japanese",13.1,3.7,"Wed",5,29,"Harlem","Upper Manhattan",52,"Mid","cluster_0"
"RedFarm Hudson","Chinese",12.13,3.6,"Sun",1,55,"Gramercy","East Side",57,"Mid","cluster_1"
"Shake Shack","American",8.25,3.2,"Sat",1,219,"Hell's Kitchen","West Side",45,"Very High","cluster_2"
"Blue Ribbon Sushi Bar & Grill","Japanese",16.39,3.2,"Sat",3,44,"Midtown","Midtown",49,"Mid","cluster_2"
"J. G. Melon","American",12.66,3.4,"Sat",1,15,"East Village","South Manhattan",43,"Low","cluster_2"
"Mamoun's Falafel","Mediterranean",9.07,3.4,"Sun",1,7,"Upper West Side","West Side",44,"Low","cluster_2"
"Hummus Place","Middle Eastern",16.15,3.7,"Sat",3,3,"Harlem","Upper Manhattan",58,"Low","cluster_1"
"Nobu Next Door","Japanese",29.29,4.1,"Thu",3,42,"SoHo","South Manhattan",54,"Mid","cluster_3"
"Cafeteria","American",20.47,3.4,"Fri",2,9,"Upper West Side","West Side",56,"Low","cluster_1"
"Tarallucci e Vino Restaurant","Italian",11.59,2.9,"Sun",3,2,"Flatiron District","Midtown",36,"Low","cluster_2"
"The Kati Roll Company","Indian",24.35,4.6,"Tue",1,16,"Hell's Kitchen","West Side",62,"Low","cluster_3"
"Sushi of Gari 46","Japanese",16.44,3.3,"Sat",4,37,"Harlem","Upper Manhattan",51,"Mid","cluster_2"
"P.J. Clarke's","American",5.92,2.8,"Mon",1,15,"Harlem","Upper Manhattan",63,"Low","cluster_1"
"The Meatball Shop","Italian",14.12,3.6,"Sat",1,132,"Upper West Side","West Side",50,"Very High","cluster_2"
"S'MAC","American",5.92,3,"Fri",1,12,"Harlem","Upper Manhattan",64,"Low","cluster_1"
"Blue Ribbon Fried Chicken","American",13,3.5,"Sat",4,96,"Hell's Kitchen","West Side",59,"High","cluster_1"
"The Meatball Shop","Italian",21.83,3.8,"Sun",1,132,"West Village","South Manhattan",50,"Very High","cluster_3"
"Otto Enoteca Pizzeria","Italian",16.15,3.8,"Sun",2,12,"Kips Bay","East Side",57,"Low","cluster_1"
"The Meatball Shop","Italian",12.23,4.4,"Wed",1,132,"Upper East Side","East Side",61,"Very High","cluster_1"
"Chipotle Mexican Grill","Mexican",24.3,4.3,"Wed",2,23,"Kips Bay","East Side",54,"Mid","cluster_3"
"ilili Restaurant","Middle Eastern",29.05,4.1,"Sun",1,18,"Chelsea","West Side",53,"Low","cluster_3"
"Shake Shack","American",15.76,3.6,"Sun",3,219,"Lower East Side","South Manhattan",64,"Very High","cluster_1"
"TAO","Japanese",8.1,3.3,"Sat",1,49,"East Village","South Manhattan",48,"Mid","cluster_2"
"Blue Ribbon Sushi","Japanese",12.18,3.5,"Sat",5,119,"Greenwich Village","South Manhattan",63,"High","cluster_1"
"Cafe Mogador","Middle Eastern",25.17,4,"Sun",2,18,"Chinatown","South Manhattan",53,"Low","cluster_3"
"Shake Shack","American",20.23,3.7,"Sat",1,219,"Upper West Side","West Side",50,"Very High","cluster_3"
"Saravanaa Bhavan","Indian",9.12,3.4,"Fri",1,5,"Lower East Side","South Manhattan",56,"Low","cluster_1"
"TAO","Japanese",12.18,3,"Mon",2,49,"Hell's Kitchen","West Side",59,"Mid","cluster_1"
"Westville Hudson","American",20.23,4.1,"Tue",2,15,"Upper West Side","West Side",60,"Low","cluster_3"
"Blue Ribbon Sushi Izakaya","Japanese",24.25,3.5,"Sun",4,29,"Harlem","Upper Manhattan",54,"Mid","cluster_3"
"Blue Ribbon Fried Chicken","American",16.2,3.4,"Sun",2,96,"Upper West Side","West Side",55,"High","cluster_1"
"Melt Shop","American",9.12,3.4,"Thu",4,11,"Flatiron District","Midtown",62,"Low","cluster_1"
"Friend of a Farmer","American",9.75,3.2,"Sun",1,3,"Hell's Kitchen","West Side",56,"Low","cluster_1"
"The Loop","Japanese",31.38,4,"Sat",2,4,"West Village","South Manhattan",50,"Low","cluster_3"
"Blue Ribbon Fried Chicken","American",24.3,3.7,"Sun",1,96,"Hell's Kitchen","West Side",55,"High","cluster_3"
"The Meatball Shop","Italian",19.35,3.9,"Sat",1,132,"Murray Hill","East Side",44,"Very High","cluster_3"
"Han Dynasty","Chinese",14.16,3.6,"Sun",1,46,"Murray Hill","East Side",53,"Mid","cluster_1"
"indikitch","Indian",9.26,3.7,"Sat",2,4,"Upper West Side","West Side",59,"Low","cluster_1"
"Sushi of Gari","Japanese",32.98,4,"Sat",3,16,"Upper West Side","West Side",55,"Low","cluster_3"
